time,x,y,z
1751978061.147,-398.108,435.472,255.013
1751978061.194,-398.108,435.487,255.035
1751978061.243,-398.082,435.491,255.027
1751978061.297,-398.127,435.469,255.052
1751978061.347,-398.110,435.492,255.059
1751978061.394,-398.089,435.481,255.015
1751978061.448,-398.094,435.509,255.044
1751978061.506,-398.117,435.474,255.032
1751978061.548,-398.124,435.474,255.056
1751978061.593,-398.125,435.474,255.030
1751978061.637,-398.103,435.493,255.022
1751978061.689,-398.126,435.475,255.081
1751978061.730,-398.104,435.483,255.035
1751978061.768,-398.131,435.470,255.077
1751978061.807,-398.109,435.486,255.044
1751978061.852,-398.119,435.464,255.026
1751978061.897,-398.133,435.480,255.074
1751978061.938,-398.076,435.495,255.044
1751978061.989,-398.068,435.501,255.047
1751978062.033,-398.106,435.483,255.020
1751978062.078,-398.102,435.493,255.051
1751978062.132,-398.107,435.474,255.028
1751978062.164,-398.117,435.490,255.026
1751978062.208,-398.135,435.469,255.081
1751978062.257,-398.120,435.479,255.044
1751978062.304,-398.130,435.470,255.041
1751978062.367,-398.119,435.469,255.043
1751978062.410,-398.116,435.484,255.038
1751978062.460,-398.119,435.474,255.031
1751978062.509,-398.121,435.469,255.050
1751978062.545,-398.093,435.497,255.023
1751978062.592,-398.126,435.464,255.011
1751978062.647,-398.112,435.485,255.055
1751978062.682,-398.131,435.471,255.033
1751978062.720,-398.093,435.488,255.005
1751978062.779,-398.109,435.493,255.035
1751978062.830,-398.120,435.469,255.026
1751978062.891,-398.131,435.470,255.035
1751978062.943,-398.085,435.497,255.055
1751978063.001,-398.107,435.473,255.020
1751978063.052,-398.107,435.489,255.047
1751978063.100,-398.090,435.486,255.030
1751978063.140,-398.142,435.470,255.048
1751978063.188,-398.135,435.480,255.044
1751978063.230,-398.136,435.474,255.049
1751978063.283,-398.084,435.492,255.019
1751978063.333,-398.106,435.484,255.038
1751978063.383,-398.110,435.474,255.029
1751978063.431,-398.122,435.470,255.055
1751978063.475,-398.113,435.478,255.060
1751978063.521,-398.088,435.497,255.046
1751978063.573,-398.125,435.463,255.053
1751978063.614,-398.089,435.498,255.035
1751978063.671,-398.113,435.480,255.033
1751978063.715,-398.087,435.493,255.042
1751978063.750,-398.088,435.493,255.055
1751978063.804,-398.105,435.487,255.044
1751978063.858,-398.121,435.479,255.043
1751978063.895,-398.084,435.481,255.030
1751978063.940,-398.096,435.471,255.038
1751978063.985,-398.121,435.473,255.030
1751978064.017,-398.079,435.482,255.004
1751978064.059,-398.105,435.471,255.032
1751978064.113,-398.126,435.485,255.071
1751978064.161,-398.108,435.484,255.033
1751978064.218,-398.098,435.481,255.019
1751978064.266,-398.123,435.468,255.036
1751978064.313,-398.090,435.491,255.064
1751978064.356,-398.100,435.472,255.027
1751978064.402,-398.090,435.493,255.036
1751978064.452,-398.120,435.489,255.059
1751978064.503,-398.148,435.477,255.043
1751978064.565,-398.099,435.502,255.070
1751978064.617,-398.124,435.484,255.067
1751978064.662,-398.117,435.480,255.034
1751978064.713,-398.121,435.467,255.030
1751978064.758,-398.114,435.477,255.041
1751978064.799,-398.104,435.476,255.027
1751978064.858,-398.142,435.476,255.057
1751978064.915,-398.128,435.468,255.037
1751978064.973,-398.115,435.481,255.086
1751978065.012,-398.115,435.484,255.043
1751978065.057,-398.079,435.485,255.046
1751978065.094,-398.112,435.495,255.058
1751978065.130,-398.133,435.475,255.049
1751978065.178,-398.106,435.493,255.061
1751978065.235,-398.125,435.479,255.056
1751978065.294,-398.089,435.492,255.024
1751978065.339,-398.128,435.475,255.042
1751978065.373,-398.091,435.499,255.020
1751978065.406,-398.138,435.469,255.034
1751978065.454,-398.100,435.497,255.032
1751978065.507,-398.095,435.497,255.000
1751978065.556,-398.119,435.480,255.039
1751978065.616,-398.134,435.475,255.045
1751978065.678,-398.103,435.483,255.036
1751978065.732,-398.136,435.470,255.047
1751978065.782,-398.122,435.459,255.047
1751978065.818,-398.096,435.491,255.041
1751978065.853,-398.095,435.493,255.042
1751978065.900,-398.104,435.484,255.011
1751978065.936,-398.098,435.488,255.034
1751978065.980,-398.109,435.479,255.029
1751978066.018,-398.122,435.468,255.028
1751978066.057,-398.125,435.469,255.054
1751978066.116,-398.095,435.483,255.070
1751978066.160,-398.118,435.480,255.035
1751978066.248,-398.087,435.497,255.036
